Area,Raised,Raised_Pits,Flat_Pits
4513.0,0.0,0.0,0.0
4727.0,0.0,0.0,0.0
7602.0,0.0,0.0,0.0
127.0,0.0,0.0,0.0
2800.0,0.0,0.0,0.0
5256.0,0.0,0.0,0.0
8431.0,0.0,0.0,0.0
502.0,0.0,0.0,0.0
1631.0,0.0,0.0,0.0
3442.0,0.0,0.0,0.0
4210.0,0.0,0.0,0.0
1636.0,0.0,0.0,0.0
4343.0,0.0,0.0,0.0
7607.0,0.0,0.0,0.0
1383.0,0.0,0.0,0.0
46665.0,0.0,0.0,0.0
1700.0,0.0,0.0,0.0
2541.0,0.0,0.0,0.0
7502.0,0.0,0.0,0.0
509.0,0.0,0.0,0.0
402.0,0.0,0.0,0.0
6913.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0
4049.0,0.0,0.0,0.0
9078.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0
7110.0,0.0,0.0,0.0
11883.0,0.0,0.0,0.0
6808.0,0.0,0.0,0.0
2237.0,0.0,0.0,0.0
4036.0,0.0,0.0,0.0
6582.0,0.0,0.0,0.0
7429.0,0.0,0.0,0.0
6611.0,0.0,0.0,0.0
4781.0,0.0,0.0,0.0
723.0,0.0,0.0,0.0
4946.0,0.0,0.0,0.0
1647.0,0.0,0.0,0.0
1445.0,0.0,0.0,0.0
1102.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1732.0,0.0,0.0,0.0
1725.0,0.0,0.0,0.0
8229.0,0.0,0.0,0.0
3106.0,0.0,0.0,0.0
5260.0,0.0,0.0,0.0
26198.0,0.0,0.0,0.0
6614.0,0.0,0.0,0.0
4283.0,0.0,0.0,0.0
4443.0,0.0,0.0,0.0
1969.0,0.0,0.0,0.0
1636.0,0.0,0.0,0.0
2553.0,0.0,0.0,0.0
2548.0,0.0,0.0,0.0
3536.0,0.0,0.0,0.0
1547.0,0.0,0.0,0.0
3312.0,0.0,0.0,0.0
11884.0,0.0,0.0,0.0
5949.0,0.0,0.0,0.0
1565.0,0.0,0.0,0.0
5021.0,0.0,0.0,0.0
1576.0,0.0,0.0,0.0
2717.0,0.0,0.0,0.0
2529.0,0.0,0.0,0.0
2179.0,0.0,0.0,0.0
2222.0,0.0,0.0,0.0
17820.0,0.0,0.0,0.0
5951.0,0.0,0.0,0.0
2049.0,0.0,0.0,0.0
861.0,0.0,0.0,0.0
11700.0,0.0,0.0,0.0
8218.0,0.0,0.0,0.0
3198.0,0.0,0.0,0.0
3376.0,0.0,0.0,0.0
1555.0,0.0,0.0,0.0
1642.0,0.0,0.0,0.0
892.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
5709.0,0.0,0.0,0.0
3644.0,0.0,0.0,0.0
4220.0,0.0,0.0,0.0
5884.0,0.0,0.0,0.0
6676.0,0.0,0.0,0.0
3219.0,0.0,0.0,0.0
12003.0,0.0,0.0,0.0
1633.0,0.0,0.0,0.0
2437.0,0.0,0.0,0.0
12161.0,0.0,0.0,0.0
874.0,0.0,0.0,0.0
7032.0,0.0,0.0,0.0
865.0,0.0,0.0,0.0
4857.0,0.0,0.0,0.0
11240.0,0.0,0.0,0.0
3118.0,0.0,0.0,0.0
1660.0,0.0,0.0,0.0
4473.0,0.0,0.0,0.0
2659.0,0.0,0.0,0.0
1941.0,0.0,0.0,0.0
867.0,0.0,0.0,0.0
4558.0,0.0,0.0,0.0
875.0,0.0,0.0,0.0
4677.0,0.0,0.0,0.0
5627.0,0.0,0.0,0.0
865.0,0.0,0.0,0.0
8342.0,0.0,0.0,0.0
3922.0,0.0,0.0,0.0
6092.0,0.0,0.0,0.0
1421.0,0.0,0.0,0.0
7156.0,0.0,0.0,0.0
6664.0,0.0,0.0,0.0
2018.0,0.0,0.0,0.0
8277.0,0.0,0.0,0.0
1547.0,0.0,0.0,0.0
2305.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
3914.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0
3010.0,0.0,0.0,0.0
2170.0,0.0,0.0,0.0
1911.0,0.0,0.0,0.0
4204.0,0.0,0.0,0.0
2874.0,0.0,0.0,0.0
1590.0,0.0,0.0,0.0
2843.0,0.0,0.0,0.0
1551.0,0.0,0.0,0.0
871.0,0.0,0.0,0.0
2972.0,0.0,0.0,0.0
11809.0,0.0,0.0,0.0
2922.0,0.0,0.0,0.0
1560.0,0.0,0.0,0.0
3076.0,0.0,0.0,0.0
4769.0,0.0,0.0,0.0
3179.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0
3306.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
2993.0,0.0,0.0,0.0
6100.0,0.0,0.0,0.0
3879.0,0.0,0.0,0.0
1576.0,0.0,0.0,0.0
8005.0,0.0,0.0,0.0
3203.0,0.0,0.0,0.0
5762.0,0.0,0.0,0.0
5449.0,0.0,0.0,0.0
5296.0,0.0,0.0,0.0
1572.0,0.0,0.0,0.0
1560.0,255.0,0.0,0.0
10484.0,0.0,0.0,0.0
874.0,0.0,0.0,0.0
1343.0,0.0,0.0,0.0
2519.0,0.0,0.0,0.0
3265.0,0.0,0.0,0.0
1569.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
1949.0,0.0,0.0,0.0
3544.0,0.0,0.0,0.0
5051.0,0.0,0.0,0.0
2556.0,0.0,0.0,0.0
6190.0,0.0,0.0,0.0
2177.0,0.0,0.0,0.0
7663.0,0.0,0.0,0.0
5928.0,0.0,0.0,0.0
1591.0,0.0,0.0,0.0
5645.0,0.0,0.0,0.0
31762.0,0.0,0.0,0.0
8035.0,0.0,0.0,0.0
8185.0,0.0,0.0,0.0
4837.0,0.0,0.0,0.0
3885.0,0.0,0.0,0.0
5161.0,0.0,0.0,0.0
3251.0,0.0,0.0,0.0
4825.0,0.0,0.0,0.0
2753.0,0.0,0.0,0.0
1568.0,0.0,0.0,0.0
3126.0,0.0,0.0,0.0
1565.0,0.0,0.0,0.0
6229.0,0.0,0.0,0.0
871.0,0.0,0.0,0.0
6553.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0
7897.0,0.0,0.0,0.0
2013.0,0.0,0.0,0.0
9624.0,0.0,0.0,0.0
2292.0,0.0,0.0,0.0
7257.0,0.0,0.0,0.0
7482.0,0.0,0.0,0.0
2233.0,0.0,0.0,0.0
7256.0,0.0,0.0,0.0
9346.0,255.0,0.0,0.0
2593.0,0.0,0.0,0.0
3385.0,0.0,0.0,0.0
871.0,0.0,0.0,0.0
6810.0,0.0,0.0,0.0
1573.0,255.0,0.0,0.0
3031.0,0.0,0.0,0.0
2218.0,0.0,0.0,0.0
867.0,0.0,0.0,0.0
1726.0,0.0,0.0,0.0
6466.0,0.0,0.0,0.0
2504.0,0.0,0.0,0.0
5138.0,0.0,0.0,0.0
2135.0,0.0,0.0,0.0
2011.0,0.0,0.0,0.0
3441.0,0.0,0.0,0.0
1549.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
2944.0,0.0,0.0,0.0
7737.0,0.0,0.0,0.0
9880.0,0.0,0.0,0.0
3176.0,0.0,0.0,0.0
14752.0,0.0,255.0,0.0
4294.0,0.0,0.0,0.0
3625.0,0.0,0.0,0.0
2346.0,0.0,0.0,0.0
11095.0,0.0,0.0,0.0
1555.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
5602.0,0.0,0.0,0.0
5471.0,0.0,0.0,0.0
1949.0,0.0,0.0,0.0
3908.0,0.0,0.0,0.0
3965.0,0.0,0.0,0.0
5055.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0
11438.0,0.0,0.0,0.0
1870.0,0.0,0.0,0.0
2092.0,0.0,0.0,0.0
1565.0,0.0,0.0,0.0
4749.0,0.0,0.0,0.0
3514.0,0.0,0.0,0.0
4139.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
4599.0,0.0,0.0,0.0
12293.0,0.0,0.0,0.0
8589.0,0.0,0.0,0.0
7119.0,0.0,0.0,0.0
10185.0,0.0,0.0,0.0
7308.0,0.0,0.0,0.0
4391.0,0.0,0.0,0.0
1568.0,0.0,0.0,0.0
2071.0,0.0,0.0,0.0
6045.0,0.0,0.0,0.0
5521.0,0.0,0.0,0.0
5295.0,0.0,0.0,0.0
5902.0,0.0,0.0,0.0
4881.0,0.0,0.0,0.0
11243.0,0.0,0.0,0.0
4780.0,0.0,0.0,0.0
2233.0,0.0,0.0,0.0
4247.0,0.0,0.0,0.0
6636.0,0.0,0.0,0.0
1728.0,0.0,0.0,0.0
7391.0,0.0,0.0,0.0
5345.0,0.0,0.0,0.0
7013.0,0.0,0.0,0.0
1730.0,0.0,0.0,0.0
13076.0,0.0,0.0,0.0
5276.0,0.0,0.0,0.0
1325.0,0.0,0.0,0.0
7829.0,0.0,0.0,0.0
4900.0,0.0,0.0,0.0
3222.0,0.0,0.0,0.0
3782.0,0.0,0.0,0.0
5599.0,0.0,0.0,0.0
3679.0,0.0,0.0,0.0
6008.0,0.0,0.0,0.0
862.0,0.0,0.0,0.0
1579.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
4726.0,0.0,0.0,0.0
6313.0,0.0,0.0,0.0
867.0,0.0,0.0,0.0
2435.0,0.0,0.0,0.0
864.0,0.0,0.0,0.0
4422.0,0.0,0.0,0.0
14339.0,0.0,0.0,0.0
2836.0,0.0,0.0,0.0
16439.0,0.0,0.0,0.0
4229.0,0.0,0.0,0.0
1856.0,0.0,0.0,0.0
4893.0,0.0,0.0,0.0
2846.0,0.0,0.0,0.0
3739.0,0.0,0.0,0.0
874.0,0.0,0.0,0.0
10530.0,0.0,0.0,0.0
1496.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
3249.0,0.0,0.0,0.0
2614.0,0.0,0.0,0.0
2997.0,0.0,0.0,0.0
6739.0,0.0,0.0,0.0
2690.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
881.0,0.0,0.0,0.0
3729.0,0.0,0.0,0.0
2231.0,0.0,0.0,0.0
1569.0,0.0,0.0,0.0
2430.0,0.0,0.0,0.0
3404.0,0.0,0.0,0.0
2015.0,0.0,0.0,0.0
5605.0,0.0,0.0,0.0
5717.0,0.0,0.0,0.0
6939.0,0.0,0.0,0.0
2546.0,0.0,0.0,0.0
13166.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
3657.0,0.0,0.0,0.0
4065.0,0.0,0.0,0.0
10826.0,0.0,0.0,0.0
13485.0,0.0,0.0,0.0
1569.0,0.0,0.0,0.0
4389.0,0.0,0.0,0.0
4449.0,0.0,0.0,0.0
4833.0,0.0,0.0,0.0
1570.0,0.0,0.0,0.0
2316.0,0.0,0.0,0.0
23132.0,0.0,0.0,0.0
2393.0,0.0,0.0,0.0
4366.0,0.0,0.0,0.0
4085.0,0.0,0.0,0.0
2246.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
2306.0,0.0,0.0,0.0
1800.0,0.0,0.0,0.0
4188.0,0.0,0.0,0.0
3219.0,0.0,0.0,0.0
6175.0,0.0,0.0,0.0
11273.0,0.0,0.0,0.0
2807.0,0.0,0.0,0.0
3222.0,0.0,0.0,0.0
11189.0,0.0,0.0,0.0
8281.0,0.0,0.0,0.0
3344.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
6922.0,0.0,0.0,0.0
7662.0,0.0,0.0,0.0
4798.0,0.0,0.0,0.0
1862.0,0.0,0.0,0.0
3131.0,0.0,0.0,0.0
6488.0,0.0,0.0,0.0
2348.0,0.0,0.0,0.0
3957.0,0.0,0.0,0.0
1344.0,0.0,0.0,0.0
5583.0,0.0,0.0,0.0
4896.0,0.0,0.0,0.0
5572.0,0.0,0.0,0.0
3473.0,0.0,0.0,0.0
2609.0,0.0,0.0,0.0
2493.0,0.0,0.0,0.0
4192.0,0.0,0.0,0.0
6439.0,0.0,0.0,0.0
2809.0,0.0,0.0,0.0
3738.0,0.0,0.0,0.0
2654.0,0.0,0.0,0.0
2702.0,0.0,0.0,0.0
4095.0,0.0,0.0,0.0
1568.0,0.0,0.0,0.0
5408.0,0.0,0.0,0.0
5274.0,0.0,0.0,0.0
4626.0,0.0,0.0,0.0
13621.0,0.0,0.0,0.0
4668.0,0.0,0.0,0.0
2861.0,0.0,0.0,0.0
2423.0,0.0,0.0,0.0
5861.0,0.0,0.0,0.0
2092.0,0.0,0.0,0.0
1945.0,0.0,0.0,0.0
2153.0,0.0,0.0,0.0
2495.0,0.0,0.0,0.0
1555.0,0.0,0.0,0.0
4172.0,0.0,0.0,0.0
3097.0,0.0,0.0,0.0
1847.0,0.0,0.0,0.0
9384.0,0.0,0.0,0.0
2665.0,0.0,0.0,0.0
7035.0,0.0,0.0,0.0
3163.0,0.0,0.0,0.0
2818.0,0.0,0.0,0.0
4664.0,0.0,0.0,0.0
10504.0,0.0,0.0,0.0
4354.0,0.0,0.0,0.0
4616.0,0.0,0.0,0.0
2413.0,0.0,0.0,0.0
12418.0,0.0,0.0,0.0
1008.0,0.0,0.0,0.0
4739.0,0.0,0.0,0.0
2857.0,0.0,0.0,0.0
2868.0,0.0,0.0,0.0
5347.0,0.0,0.0,0.0
1321.0,0.0,0.0,0.0
2953.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
2884.0,0.0,0.0,0.0
1549.0,0.0,0.0,0.0
3781.0,0.0,0.0,0.0
4290.0,0.0,0.0,0.0
4066.0,0.0,0.0,0.0
5560.0,0.0,0.0,0.0
1899.0,0.0,0.0,0.0
1948.0,0.0,0.0,0.0
2066.0,0.0,0.0,0.0
3484.0,0.0,0.0,0.0
4096.0,0.0,0.0,0.0
1700.0,0.0,0.0,0.0
399.0,0.0,0.0,0.0
4182.0,0.0,0.0,0.0
1728.0,0.0,0.0,0.0
2300.0,0.0,0.0,0.0
1707.0,0.0,0.0,0.0
2497.0,0.0,0.0,0.0
8798.0,0.0,0.0,0.0
2012.0,0.0,0.0,0.0
867.0,0.0,0.0,0.0
2171.0,0.0,0.0,0.0
2777.0,0.0,0.0,0.0
6382.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
5000.0,0.0,0.0,0.0
8655.0,0.0,0.0,0.0
5504.0,0.0,0.0,0.0
4249.0,0.0,0.0,0.0
4060.0,0.0,0.0,0.0
6993.0,0.0,0.0,0.0
11679.0,0.0,0.0,0.0
2643.0,0.0,0.0,0.0
2273.0,0.0,0.0,0.0
3926.0,0.0,0.0,0.0
16905.0,0.0,0.0,0.0
6300.0,0.0,0.0,0.0
2432.0,0.0,0.0,0.0
4701.0,0.0,0.0,0.0
4125.0,0.0,0.0,0.0
1547.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
6848.0,0.0,0.0,0.0
2890.0,0.0,0.0,0.0
3041.0,0.0,0.0,0.0
876.0,0.0,0.0,0.0
15793.0,0.0,0.0,0.0
5429.0,0.0,0.0,0.0
3292.0,0.0,0.0,0.0
4009.0,0.0,0.0,0.0
3159.0,0.0,0.0,0.0
6591.0,0.0,0.0,0.0
3327.0,0.0,0.0,0.0
5566.0,0.0,0.0,0.0
3460.0,0.0,0.0,0.0
4575.0,0.0,0.0,0.0
1566.0,0.0,0.0,0.0
3179.0,0.0,0.0,0.0
3387.0,0.0,0.0,0.0
11982.0,0.0,0.0,0.0
2292.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0
3498.0,0.0,0.0,0.0
10545.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
2820.0,0.0,0.0,0.0
3816.0,0.0,0.0,0.0
6816.0,0.0,0.0,0.0
4058.0,0.0,0.0,0.0
4463.0,0.0,0.0,0.0
2442.0,0.0,0.0,0.0
1572.0,0.0,0.0,0.0
7745.0,0.0,0.0,0.0
7579.0,0.0,0.0,0.0
1569.0,0.0,0.0,0.0
868.0,0.0,0.0,0.0
1549.0,0.0,0.0,0.0
2499.0,0.0,0.0,0.0
1563.0,0.0,0.0,0.0
6835.0,0.0,0.0,0.0
1749.0,0.0,0.0,0.0
2466.0,0.0,0.0,0.0
7586.0,0.0,0.0,0.0
8464.0,0.0,0.0,0.0
1855.0,0.0,0.0,0.0
4553.0,0.0,0.0,0.0
3713.0,0.0,0.0,0.0
4084.0,0.0,0.0,0.0
4140.0,0.0,0.0,0.0
6794.0,0.0,0.0,0.0
1560.0,0.0,0.0,0.0
9460.0,0.0,0.0,0.0
6911.0,0.0,0.0,0.0
2408.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
2928.0,0.0,0.0,0.0
6888.0,0.0,0.0,0.0
3178.0,0.0,0.0,0.0
2722.0,0.0,0.0,0.0
5547.0,0.0,0.0,0.0
6145.0,0.0,0.0,0.0
1241.0,0.0,0.0,0.0
4333.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0
6197.0,0.0,0.0,0.0
2829.0,0.0,0.0,0.0
15694.0,0.0,0.0,0.0
1564.0,0.0,0.0,0.0
6501.0,0.0,0.0,0.0
7178.0,0.0,0.0,0.0
2842.0,0.0,0.0,0.0
4795.0,0.0,0.0,0.0
4662.0,0.0,0.0,0.0
2802.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
2618.0,0.0,0.0,0.0
6746.0,0.0,0.0,0.0
2822.0,0.0,0.0,0.0
1787.0,0.0,0.0,0.0
1590.0,0.0,0.0,0.0
8639.0,0.0,0.0,0.0
2924.0,0.0,0.0,0.0
2854.0,0.0,0.0,0.0
687.0,0.0,0.0,0.0
2155.0,0.0,0.0,0.0
6005.0,0.0,0.0,0.0
7389.0,0.0,0.0,0.0
8911.0,0.0,0.0,0.0
5065.0,0.0,0.0,0.0
2524.0,0.0,0.0,0.0
4772.0,0.0,0.0,0.0
2270.0,0.0,0.0,0.0
2937.0,0.0,0.0,0.0
4689.0,0.0,0.0,0.0
3073.0,0.0,0.0,0.0
2061.0,0.0,0.0,0.0
138.0,0.0,0.0,0.0
13818.0,0.0,0.0,0.0
717.0,0.0,0.0,0.0
3809.0,0.0,0.0,0.0
14026.0,0.0,0.0,0.0
2293.0,0.0,0.0,0.0
4388.0,0.0,0.0,0.0
2797.0,0.0,0.0,0.0
1562.0,0.0,0.0,0.0
1570.0,0.0,0.0,0.0
6302.0,0.0,0.0,0.0
7744.0,0.0,0.0,0.0
2016.0,0.0,0.0,0.0
8878.0,0.0,0.0,0.0
3548.0,0.0,0.0,0.0
5308.0,0.0,0.0,0.0
5722.0,0.0,0.0,0.0
1561.0,0.0,0.0,0.0
8137.0,0.0,0.0,0.0
4649.0,0.0,0.0,0.0
5346.0,0.0,0.0,0.0
2267.0,0.0,0.0,0.0
2469.0,0.0,0.0,0.0
4737.0,0.0,0.0,0.0
1703.0,0.0,0.0,0.0
4472.0,255.0,0.0,0.0
1931.0,0.0,0.0,0.0
5253.0,0.0,0.0,0.0
6051.0,0.0,0.0,0.0
3564.0,0.0,0.0,0.0
1916.0,0.0,0.0,0.0
3430.0,0.0,0.0,0.0
7178.0,0.0,0.0,0.0
3424.0,0.0,0.0,0.0
4005.0,0.0,0.0,0.0
1569.0,0.0,0.0,0.0
2560.0,0.0,0.0,0.0
1565.0,0.0,0.0,0.0
3254.0,0.0,0.0,0.0
5056.0,0.0,0.0,0.0
4175.0,0.0,0.0,0.0
16656.0,255.0,0.0,0.0
6260.0,0.0,0.0,0.0
5341.0,0.0,0.0,0.0
2960.0,0.0,0.0,0.0
3977.0,0.0,0.0,0.0
3742.0,0.0,0.0,0.0
4385.0,0.0,0.0,0.0
1995.0,0.0,0.0,0.0
1710.0,0.0,0.0,0.0
6786.0,255.0,0.0,0.0
1589.0,0.0,0.0,0.0
1840.0,255.0,0.0,0.0
4538.0,0.0,0.0,0.0
4290.0,0.0,0.0,0.0
1568.0,0.0,0.0,0.0
4941.0,0.0,0.0,0.0
2284.0,0.0,0.0,0.0
1558.0,255.0,0.0,0.0
4330.0,0.0,0.0,0.0
1570.0,0.0,0.0,0.0
6084.0,0.0,0.0,0.0
5622.0,0.0,0.0,0.0
862.0,0.0,0.0,0.0
5787.0,0.0,0.0,0.0
12038.0,0.0,0.0,0.0
17831.0,255.0,0.0,0.0
2282.0,0.0,0.0,0.0
9108.0,0.0,0.0,0.0
2848.0,0.0,0.0,0.0
2568.0,0.0,0.0,0.0
1558.0,255.0,0.0,0.0
6890.0,0.0,0.0,0.0
2925.0,0.0,0.0,0.0
2724.0,0.0,0.0,0.0
5057.0,0.0,0.0,0.0
1090.0,0.0,0.0,0.0
3843.0,0.0,0.0,0.0
1551.0,0.0,0.0,0.0
2998.0,0.0,0.0,0.0
1996.0,0.0,0.0,0.0
3824.0,0.0,0.0,0.0
4338.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
4596.0,255.0,0.0,0.0
1882.0,0.0,0.0,0.0
3231.0,0.0,0.0,0.0
875.0,0.0,0.0,0.0
5305.0,0.0,0.0,0.0
1560.0,0.0,0.0,0.0
5011.0,0.0,0.0,0.0
892.0,0.0,0.0,0.0
9616.0,0.0,0.0,0.0
890.0,255.0,0.0,0.0
3175.0,0.0,0.0,0.0
3314.0,0.0,0.0,0.0
